,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
943,2,1,0,3,7,1,2,2,1,0,1,0,4,0,0,3,1,2,1,0,1
944,0,2,1,2,9,1,4,4,0,1,1,1,4,0,2,1,0,1,1,0,1
945,1,6,3,3,44,2,4,1,0,0,1,3,3,0,0,2,0,1,1,0,1
946,0,3,4,2,17,2,4,4,1,0,4,2,3,0,1,1,0,2,0,0,0
947,2,1,1,3,15,0,3,4,1,0,4,2,3,0,0,1,2,1,0,0,1
948,2,2,1,2,7,1,4,4,1,2,1,1,4,0,0,1,1,2,1,0,0
949,2,3,1,0,19,4,0,2,1,0,4,3,3,0,0,2,0,1,1,0,0
950,1,2,0,5,19,1,3,3,1,0,3,3,4,0,0,3,3,2,0,0,1
951,0,4,2,5,11,1,2,2,1,0,1,3,2,0,0,2,0,1,0,0,0
952,1,3,1,4,21,2,4,3,0,0,4,3,2,0,2,1,0,1,1,0,0
953,2,4,1,2,58,1,3,4,0,0,2,3,2,0,0,2,2,1,0,0,0
954,0,1,1,3,9,1,1,4,0,1,4,1,2,0,0,1,0,1,0,0,1
955,0,3,0,0,6,3,0,4,0,0,4,1,5,0,2,2,2,1,0,0,1
956,3,4,0,0,19,0,0,4,1,0,4,1,4,2,0,2,1,1,1,0,1
957,1,1,0,0,5,1,0,2,1,0,4,0,3,0,0,3,1,1,1,0,1
958,0,3,1,3,21,1,1,3,1,0,2,3,4,0,0,1,1,1,1,0,0
959,1,3,1,2,16,4,0,4,1,0,4,2,3,0,1,1,0,1,1,0,1
960,2,1,0,0,9,1,0,2,1,0,2,0,3,0,2,2,0,1,1,0,1
961,1,3,2,3,12,1,1,1,1,0,4,1,4,0,0,2,0,1,1,0,1
962,2,2,1,3,18,0,1,3,1,0,2,2,2,0,0,1,0,1,1,0,1
963,2,3,1,0,12,2,0,3,1,0,2,3,3,1,0,2,0,1,0,0,0
964,1,1,1,7,2,1,4,3,1,0,1,1,2,0,0,1,1,1,1,0,1
965,1,4,1,0,8,0,1,4,0,0,1,3,2,0,0,1,0,1,1,0,1
966,1,3,0,0,13,2,1,4,1,0,2,1,2,0,0,2,1,1,1,0,0
967,2,2,1,0,18,1,0,4,0,0,2,3,5,1,2,1,2,1,0,0,1
968,2,5,1,0,38,0,2,2,1,0,4,1,2,0,2,1,0,1,0,0,1
969,0,1,0,3,20,1,1,1,1,0,2,0,4,0,0,2,1,2,1,0,1
970,1,2,1,7,7,4,1,4,1,1,2,0,2,0,0,1,0,1,1,0,1
971,2,3,1,3,39,1,1,1,1,0,4,1,4,0,0,1,1,2,1,0,1
972,0,3,4,3,6,1,3,1,0,2,4,2,2,0,2,2,3,1,1,0,0
973,0,7,1,5,38,1,0,4,1,2,4,2,3,0,2,1,0,1,1,0,0
974,2,4,0,0,14,1,1,4,0,0,2,3,3,0,0,1,0,1,0,0,1
975,3,3,1,0,6,2,1,3,0,0,3,3,5,0,0,1,1,1,1,0,1
976,1,1,1,0,3,1,1,2,0,1,3,0,6,0,0,1,0,1,1,0,1
977,1,2,2,5,12,0,0,4,1,0,2,1,4,0,0,2,0,1,1,0,1
978,2,3,2,3,13,1,0,4,1,0,4,3,4,0,0,2,1,2,1,0,0
979,1,2,4,3,6,4,1,2,1,0,2,1,2,0,2,1,0,1,1,0,0
980,1,4,0,2,44,1,2,2,1,0,2,1,4,0,0,1,0,1,1,0,0
981,2,6,1,5,25,1,3,3,1,0,2,3,3,1,2,1,2,1,0,0,0
982,3,3,1,3,15,4,1,1,0,0,1,3,2,1,0,1,2,1,0,0,1
983,0,4,1,4,44,1,1,2,1,0,2,1,2,0,0,1,0,2,1,0,0
984,2,3,0,2,10,1,2,2,1,0,2,1,3,0,0,2,1,1,1,0,1
985,0,2,0,2,7,1,1,4,0,0,3,1,2,0,2,2,0,1,1,0,1
986,3,5,3,5,33,1,4,2,1,0,1,1,3,0,0,2,0,1,1,0,1
987,2,2,1,0,7,4,3,2,0,0,4,0,6,0,0,1,0,1,1,0,1
988,0,3,1,4,35,1,3,4,1,0,2,2,2,0,1,1,2,1,0,0,1
989,1,3,0,0,9,1,0,4,1,0,2,1,4,0,0,2,1,1,1,0,1
990,2,1,0,1,18,0,4,2,1,0,1,1,3,0,0,2,1,2,1,0,1
991,2,2,4,0,8,4,0,4,1,0,4,3,3,1,0,1,1,2,1,0,1
992,0,2,1,0,10,0,2,2,1,0,4,3,2,0,2,2,1,1,1,0,1
993,0,4,1,2,21,1,3,4,1,0,3,1,3,0,0,1,2,1,0,0,1
994,2,1,1,3,12,0,0,4,1,0,3,3,5,0,0,1,0,1,0,0,1
995,2,1,1,2,9,1,2,3,0,0,4,0,3,0,0,1,1,1,1,0,1
996,0,4,1,4,20,1,1,4,1,0,4,1,4,0,0,1,2,1,0,0,1
997,2,1,1,0,3,1,0,4,1,0,4,3,3,0,0,1,0,1,1,0,1
998,0,5,1,0,9,1,1,4,1,0,4,2,2,0,1,1,0,1,0,0,0
999,1,5,0,4,24,4,3,3,1,0,4,3,2,0,0,1,0,1,1,0,1
